actor_id,actor_name,degree_centrality,degree
nm1711839,Andrew Thaman,8.926446084265651e-05,3
nm1708439,Charles Socarides,8.926446084265651e-05,3
nm0866870,Ricky Tomlinson,0.00017852892168531301,6
nm0891943,Johnny Vegas,8.926446084265651e-05,3
nm0053448,Paul Barber,8.926446084265651e-05,3
nm0397171,Bryce Dallas Howard,0.00119019281123542,40
nm1195855,Lee Pace,0.00059509640561771,20
nm0637259,Tuva Novotny,0.00017852892168531301,6
nm0020248,Aleisha Allen,0.00011901928112354201,4
nm0092774,Philip Bolden,8.926446084265651e-05,3
nm0404332,Derek Hutchinson,8.926446084265651e-05,3
nm0359588,Ruby Handler,8.926446084265651e-05,3
nm1468403,Dylan Patton,8.926446084265651e-05,3
nm0788351,Polly Shannon,0.00026779338252796953,9
nm0120905,Donald Burda,8.926446084265651e-05,3
nm0336923,Rothaford Gray,8.926446084265651e-05,3
nm1225172,Maxim Vengerov,8.926446084265651e-05,3
nm11864586,Vag Papian,8.926446084265651e-05,3
nm0089485,Callum Blue,0.0007141156867412521,24
nm0174021,Scout Taylor-Compton,0.002707688645560581,91
nm0528331,Jane Lynch,0.00035705784337062603,12
nm0168850,Chris Henry Coffey,8.926446084265651e-05,3
nm0262607,Carl T. Evans,8.926446084265651e-05,3
nm0284480,Nicole Fonarow,8.926446084265651e-05,3
nm0635820,Hermione Norris,0.00017852892168531301,6
nm0912353,John Warnaby,8.926446084265651e-05,3
nm0003964,Frank C. Turner,8.926446084265651e-05,3
nm0085407,Lucas Black,0.00059509640561771,20
nm0383422,John Michael Higgins,0.0007141156867412521,24
nm1339223,Ty Simpkins,0.00035705784337062603,12
nm0787474,Satish Shah,0.00017852892168531301,6
nm0611663,Suhasini Mulay,8.926446084265651e-05,3
nm0000404,Jane Fonda,0.0010711735301118781,36
nm1323785,Alexander Nevsky,0.00041656748393239704,14
nm0535120,Robert Madrid,8.926446084265651e-05,3
nm1182011,Timothy V. Murphy,0.0013092120923589622,44
nm0456909,Stan Kirsch,0.00017852892168531301,6
nm0831028,Lindsey Stoddart,8.926446084265651e-05,3
nm0566478,Patty McCormack,0.00017852892168531301,6
nm1669663,Sebastien Andrieu,8.926446084265651e-05,3
nm1227232,Brady Corbet,0.0004463223042132826,15
nm0255175,Chase Ellison,0.00017852892168531301,6
nm0004736,Jason Behr,0.00026779338252796953,9
nm0597480,Dominic Monaghan,0.0006248512258985956,21
nm1143429,Corey Large,0.0009223994287074506,31
nm0640660,Jennifer O'Dell,0.00026779338252796953,9
nm1415566,Luke Flynn,8.926446084265651e-05,3
nm0461455,Don Knotts,8.926446084265651e-05,3
nm0293509,Martin Freeman,0.0013984765532016187,47
nm1267008,Rimi Sen,0.00017852892168531301,6
nm0544611,William Mapother,0.001011663889550107,34
nm0157224,Michael Chick,8.926446084265651e-05,3
nm1256932,Arlette Del Toro,8.926446084265651e-05,3
nm1695610,Meredith Binder,0.0014579861937633898,49
nm2491611,Vanessa Briggs,8.926446084265651e-05,3
nm1238005,Declan Joyce,0.00017852892168531301,6
nm0970121,Stacey Scheller,8.926446084265651e-05,3
nm1331851,Kristen Kerr,0.00035705784337062603,12
nm1218024,Lizzy Strain,8.926446084265651e-05,3
nm0351772,Trent Haaga,0.0013389669126398476,45
nm1552940,Sarah Scott,0.00035705784337062603,12
nm0430156,Rick Jordan,8.926446084265651e-05,3
nm0084604,Athena Bitzis,8.926446084265651e-05,3
nm1128418,Robert Pralgo,0.001606760295167817,54
nm0727763,Kurtis Rintala,8.926446084265651e-05,3
nm0000192,Alyssa Milano,0.00026779338252796953,9
nm0004980,Kathy Griffin,8.926446084265651e-05,3
nm0001431,Wayne Knight,0.00017852892168531301,6
nm1341466,Diane Foster,8.926446084265651e-05,3
nm0285569,Clementine Ford,8.926446084265651e-05,3
nm1141255,Liam O'Neill,8.926446084265651e-05,3
nm0753068,Christopher Rydell,0.00017852892168531301,6
nm1835594,Marta Cunningham,0.00017852892168531301,6
nm0161970,Robert Cicchini,0.00035705784337062603,12
nm0516225,Lisa LoCicero,0.00017852892168531301,6
nm1182896,Rick Almada,0.00017852892168531301,6
nm0280171,Sterling Fitzgerald,0.00017852892168531301,6
nm0865020,Terry Tocantins,0.00017852892168531301,6
nm0005240,Moby,8.926446084265651e-05,3
nm0024869,Toby Amies,8.926446084265651e-05,3
nm1426480,Jonathan Ave,8.926446084265651e-05,3
nm0202603,Jack Davenport,0.0006248512258985956,21
nm1120236,Ben Curtis,8.926446084265651e-05,3
nm1404425,Lora Kojovic,8.926446084265651e-05,3
nm1401563,Kory Bassett,8.926446084265651e-05,3
nm1407300,Jenelle Mazaris,8.926446084265651e-05,3
nm1353756,Dave Daniels,8.926446084265651e-05,3
nm1356373,Emily Rose Merrell,8.926446084265651e-05,3
nm0779272,James Scott,5.950964056177101e-05,2
nm1408904,Stephanie Headey,5.950964056177101e-05,2
nm0341841,Robyn Griggs,0.00020828374196619852,7
nm1420053,Lucien Eisenach,0.00020828374196619852,7
nm1833455,Jeff Samford,0.00020828374196619852,7
nm0819908,Eric Spudic,0.000297548202808855,10
nm2360286,William Riordan,0.00020828374196619852,7
nm0334106,Jeff Dylan Graham,0.00038681266365151156,13
nm0797520,Andy Signore,8.926446084265651e-05,3
nm1108852,Bruce Cronander,0.000297548202808855,10
nm1408940,Crystal LeBard,8.926446084265651e-05,3
nm1242688,Josh Hutcherson,0.0014877410140442752,50
nm1715194,Anita Briem,0.00026779338252796953,9
nm1024878,Seth Meyers,0.00017852892168531301,6
nm1161107,Dennis Sigmund,8.926446084265651e-05,3
nm1428994,Amy Madgar,8.926446084265651e-05,3
nm1429827,Jon Beland,8.926446084265651e-05,3
nm0004309,Shirley Knight,0.00035705784337062603,12
nm0095017,Hugh Bonneville,0.0013389669126398476,45
nm0039162,Shawn Ashmore,0.0012497024517971911,42
nm1429888,Jeremy Good,8.926446084265651e-05,3
nm0629416,Patrick Nicholas,8.926446084265651e-05,3
nm0616801,Matt Myers,8.926446084265651e-05,3
nm0371342,David Hayman,0.00026779338252796953,9
nm0430803,Mohan Joshi,0.00017852892168531301,6
nm1004985,Yashpal Sharma,0.00026779338252796953,9
nm0541932,Tyler Mane,0.0006248512258985956,21
nm1424817,Joleigh Fiore,8.926446084265651e-05,3
nm0159802,Jesper Christensen,8.926446084265651e-05,3
nm0218318,William DeMeo,0.00035705784337062603,12
nm3556158,Matthew Ziff,0.00035705784337062603,12
nm1133622,Robert D'Aleo,8.926446084265651e-05,3
nm0564215,James McAvoy,0.0020828374196619854,70
nm0716293,Saskia Reeves,0.00017852892168531301,6
nm1442545,Alexander Rendell,8.926446084265651e-05,3
nm1851530,Carlo Nanni,8.926446084265651e-05,3
nm1714858,Autumn Dornfeld,8.926446084265651e-05,3
nm0622294,Michael Nathanson,8.926446084265651e-05,3
nm3339083,Rebecka Ray,8.926446084265651e-05,3
nm1008015,Bas Rutten,0.00017852892168531301,6
nm0497086,Dana Lee,8.926446084265651e-05,3
nm0430590,G. Anthony Joseph,8.926446084265651e-05,3
nm0816099,Georgia Southcotte,0.00023803856224708403,8
nm0419167,Steve Jasgur,0.00023803856224708403,8
nm0861895,Rusty Thrasher,0.00023803856224708403,8
nm0124798,Jason Butler Harner,0.0005058319447750535,17
nm1417931,Geneva Carr,0.00023803856224708403,8
nm0438187,Mandy Kaplan,0.00032730302308974055,11
nm0565503,James McCauley,0.00023803856224708403,8
nm0016589,Shari Albert,0.00023803856224708403,8
nm0065007,Demián Bichir,0.0011604379909545346,39
nm0763928,Rodrigo Santoro,0.0008628897881456796,29
nm1503432,Catalina Sandino Moreno,0.0009819090692692216,33
nm1414469,Lindley Praytor,8.926446084265651e-05,3
nm0791898,Tiffany Shepis,0.002826707926684123,95
nm1417771,Forrest Pitts,8.926446084265651e-05,3
nm1414346,Will Akers,8.926446084265651e-05,3
nm0587238,Scott Thomas,8.926446084265651e-05,3
nm0688619,Earl Poitier,8.926446084265651e-05,3
nm1577635,Josh Smith,8.926446084265651e-05,3
nm0455057,Matt King,8.926446084265651e-05,3
nm0662511,Nathaniel Parker,0.00026779338252796953,9
nm1417647,Jon Heder,0.0014877410140442752,50
nm0708293,Efren Ramirez,0.00026779338252796953,9
nm1088052,Aaron Ruell,0.00017852892168531301,6
nm1410656,Jon Doscher,8.926446084265651e-05,3
nm0487254,Gérard Lanvin,8.926446084265651e-05,3
nm0365725,Lucy Harrison,8.926446084265651e-05,3
nm0617567,Patrick Médioni,8.926446084265651e-05,3
nm0373600,Kyle T. Heffner,8.926446084265651e-05,3
nm0584482,Jasi Cotton Lanier,8.926446084265651e-05,3
nm1417223,Larry Joe Treadway,8.926446084265651e-05,3
nm1017583,Kevin Bangos,0.00017852892168531301,6
nm0489857,Sarah Lassez,0.00017852892168531301,6
nm1092227,Sienna Miller,0.0016365151154487027,55
nm0853041,Renée Taylor,0.00017852892168531301,6
nm2227213,Owen Luby,8.926446084265651e-05,3
nm3699182,Stephen O'Connor,8.926446084265651e-05,3
nm0760151,Angus Sampson,0.000297548202808855,10
nm1708637,Zoé Auclair,8.926446084265651e-05,3
nm1708683,Lea Bridarolli,8.926446084265651e-05,3
nm1708832,Bérangère Haubruge,8.926446084265651e-05,3
nm0284272,Abel Folk,8.926446084265651e-05,3
nm0028487,Simón Andreu,8.926446084265651e-05,3
nm0068338,Kristen Bell,0.0016960247560104736,57
nm1617909,Shernaz Patel,8.926446084265651e-05,3
nm1754159,Ayesha Kapoor,8.926446084265651e-05,3
nm0611481,Mukesh,0.0007141156867412521,24
nm0708095,Rambha,0.0001487741014044275,5
nm1418952,Bhavana,0.00119019281123542,40
nm0037410,Karina Arroyave,8.926446084265651e-05,3
nm1242068,Dilip Prabhavalkar,0.00017852892168531301,6
nm0452021,Akash Khurana,0.00017852892168531301,6
nm0922916,Bill Weston,8.926446084265651e-05,3
nm1420541,'University' Jeevan,8.926446084265651e-05,3
nm1422363,Daniel Balaji,0.00023803856224708403,8
nm0728795,Paul Ritter,8.926446084265651e-05,3
nm0808376,Gregory Smith,0.00035705784337062603,12
nm0481798,Laila,8.926446084265651e-05,3
nm1294683,Sangeetha,8.926446084265651e-05,3
nm0733185,Wendy Raquel Robinson,0.00047607712449416806,16
nm1632859,Sada,8.926446084265651e-05,3
nm1375534,Trisha Krishnan,0.0005058319447750535,17
nm0004469,Kota Srinivasa Rao,0.00020828374196619852,7
nm0086883,Jolene Blalock,8.926446084265651e-05,3
nm0820660,Marco St. John,8.926446084265651e-05,3
nm0624508,Rick Negron,8.926446084265651e-05,3
nm6379380,David A. Flood,8.926446084265651e-05,3
nm1423844,Daniel Anderson,8.926446084265651e-05,3
nm0002604,Robert Blanche,0.0014877410140442752,50
nm0143102,David Cascadden,8.926446084265651e-05,3
nm0001236,Meg Foster,0.00032730302308974055,11
nm0752557,Ger Ryan,8.926446084265651e-05,3
nm0035514,Richard Armitage,0.0010711735301118781,36
nm0655694,Marisol Padilla Sánchez,8.926446084265651e-05,3
nm0111405,Cristina Brondo,8.926446084265651e-05,3
nm1421055,Marisol Membrillo,8.926446084265651e-05,3
nm1253636,Julián Villagrán,8.926446084265651e-05,3
nm0000625,Fred Savage,8.926446084265651e-05,3
nm1018679,Steven Pasquale,0.00026779338252796953,9
nm0091553,Andrea Bogart,0.00032730302308974055,11
nm1430210,Kylie Sparks,8.926446084265651e-05,3
nm0353546,Julie Hagerty,0.00017852892168531301,6
nm1462732,Martin Campetta,8.926446084265651e-05,3
nm0005439,Azura Skye,0.00026779338252796953,9
nm1400166,Annie Heller,8.926446084265651e-05,3
nm0303013,Carla Gallo,0.00017852892168531301,6
nm0001864,Noah Wyle,0.00026779338252796953,9
nm0001633,Annie Potts,0.00017852892168531301,6
nm0059654,David Alan Basche,0.00026779338252796953,9
nm0266441,Siobhan Fallon Hogan,0.00041656748393239704,14
nm0303078,Patrick Gallo,8.926446084265651e-05,3
nm1428612,Clayton Griffin,8.926446084265651e-05,3
nm0562451,Lindley Mayer,8.926446084265651e-05,3
nm1427748,Derek Thompson,8.926446084265651e-05,3
nm1182955,Antonio Cupo,0.0006248512258985956,21
nm0345167,Bianca Guaccero,8.926446084265651e-05,3
nm0100153,Caprice Bourret,8.926446084265651e-05,3
nm0428086,Freddie Jones,0.00017852892168531301,6
nm1310709,Scott Mechlowicz,0.00017852892168531301,6
nm0275486,Tina Fey,0.0006843608664603666,23
nm0000674,Tamlyn Tomita,0.00017852892168531301,6
nm0506699,James Lew,0.00026779338252796953,9
nm0012962,Keiko Agena,8.926446084265651e-05,3
nm0787752,Damon Shalit,8.926446084265651e-05,3
nm0001879,Daphne Zuniga,0.00017852892168531301,6
nm0305272,JoAnna Garcia Swisher,8.926446084265651e-05,3
nm1380882,Jack McElhone,8.926446084265651e-05,3
nm0726635,Mary Riggans,8.926446084265651e-05,3
nm0005433,Jessica Simpson,0.00035705784337062603,12
nm1445490,Alice Greczyn,0.00017852892168531301,6
nm1289434,Emily Blunt,0.0024696500833134966,83
nm0421332,Ashley Jensen,0.00026779338252796953,9
nm1979984,Shawn Bernal,8.926446084265651e-05,3
nm0098173,Marc Bossley,8.926446084265651e-05,3
nm1438350,Jose Caro,8.926446084265651e-05,3
nm0119003,Rebecca Budig,8.926446084265651e-05,3
nm0176175,Mark Consuelos,8.926446084265651e-05,3
nm0865587,Gina Tognoni,8.926446084265651e-05,3
nm0353527,Richard Hagerman,8.926446084265651e-05,3
nm0797732,Allison Siko,8.926446084265651e-05,3
nm1409956,Drew Tyler Bell,8.926446084265651e-05,3
nm0005475,David Sutcliffe,0.00017852892168531301,6
nm0284734,Celina Font,8.926446084265651e-05,3
nm0001728,Wallace Shawn,0.0004463223042132826,15
nm1117791,Rob Corddry,0.0012794572720780766,43
nm1179677,Paul Scheer,0.00017852892168531301,6
nm0270718,Dannah Feinglass Phirman,0.00026779338252796953,9
nm1443527,Rob Riggle,0.001011663889550107,34
nm0001823,Tom Waits,0.00032730302308974055,11
nm0000905,Roberto Benigni,8.926446084265651e-05,3
nm0753526,RZA,0.0005058319447750535,17
nm1095403,Anouska Bolton Lee,8.926446084265651e-05,3
nm1197602,Cassandra Bell,8.926446084265651e-05,3
nm0004710,Naveen Andrews,0.00035705784337062603,12
nm0221043,Emily Deschanel,0.00017852892168531301,6
nm0904371,Milena Vukotic,8.926446084265651e-05,3
nm1459075,Ethan Kennemer,8.926446084265651e-05,3
nm0309605,Michael Phenicie,8.926446084265651e-05,3
nm1036277,Shea Alexander,8.926446084265651e-05,3
nm0451234,Irrfan Khan,0.0023208759819090693,78
nm0438488,Pankaj Kapur,0.00017852892168531301,6
nm0864892,Oliver Tobias,8.926446084265651e-05,3
nm0238968,Carmen Du Sautoy,8.926446084265651e-05,3
nm1443291,Peter Cellini,8.926446084265651e-05,3
nm1446773,Jeffrey K. Miller,8.926446084265651e-05,3
nm1443484,Graham Norris,8.926446084265651e-05,3
nm1443740,Zoe Kazan,0.0011604379909545346,39
nm1738584,Allie Mickelson,8.926446084265651e-05,3
nm0556296,Tumisho Masha,8.926446084265651e-05,3
nm0609436,Moshidi Motshegwa,8.926446084265651e-05,3
nm0868659,Gina Torres,0.0004463223042132826,15
nm1024677,John Krasinski,0.0013687217329207333,46
nm0212278,David de Vries,8.926446084265651e-05,3
nm1211488,Lynn Collins,0.0010711735301118781,36
nm1615583,Davi Jay,8.926446084265651e-05,3
nm0926225,Clarence Whitmore,8.926446084265651e-05,3
nm1615553,Diego Villarreal Garcia,8.926446084265651e-05,3
nm1519666,Eddie Redmayne,0.0013984765532016187,47
nm0318354,Jane Gilchrist,8.926446084265651e-05,3
nm0132441,Emma Campbell,8.926446084265651e-05,3
nm1362540,Norman Grant,8.926446084265651e-05,3
nm1522597,Patrick Burleigh,8.926446084265651e-05,3
nm0403134,Sam Huntington,0.0004463223042132826,15
nm0991437,Mike Erwin,0.00026779338252796953,9
nm0168228,Robert David Cochrane,0.00011901928112354201,4
nm0248847,John Eddins,0.00011901928112354201,4
nm2962244,Maya Mahrer,0.00011901928112354201,4
nm1552913,David Tenenbaum,0.00011901928112354201,4
nm0029890,Chriss Anglin,0.0012199476315163057,41
nm1519680,Saoirse Ronan,0.001606760295167817,54
nm1263280,Barney Clark,8.926446084265651e-05,3
nm0842596,Jeremy Swift,8.926446084265651e-05,3
nm1502522,Aria Wallace,8.926446084265651e-05,3
nm0636562,Chris Noth,0.00026779338252796953,9
nm1451866,Alexander Brickel,8.926446084265651e-05,3
nm1726207,Stephen Graham,8.926446084265651e-05,3
nm0488970,Darrell Larson,8.926446084265651e-05,3
nm0004381,Emma de Caunes,8.926446084265651e-05,3
nm1301770,Joana Preiss,8.926446084265651e-05,3
nm0210407,Damian de Montemas,8.926446084265651e-05,3
nm0143378,Bernie Casey,8.926446084265651e-05,3
nm0000987,Jim Brown,8.926446084265651e-05,3
nm0305296,José Garcia,8.926446084265651e-05,3
nm1324845,Patrice Cols,8.926446084265651e-05,3
nm0658041,Rossy de Palma,0.00017852892168531301,6
nm0905858,David Wagner,8.926446084265651e-05,3
nm0653268,Kevin Otto,8.926446084265651e-05,3
nm0229943,Vernon Dobtcheff,8.926446084265651e-05,3
nm1195302,Louise Lemoine Torrès,8.926446084265651e-05,3
nm0915465,Shawn Wayans,0.00020828374196619852,7
nm0005533,Maitland Ward,8.926446084265651e-05,3
nm0503567,Logan Lerman,0.0012199476315163057,41
nm0919798,Frank Welker,0.000297548202808855,10
nm0020511,Fiona Allen,8.926446084265651e-05,3
nm0860724,Sophie Thompson,0.00017852892168531301,6
nm0372117,Anthony Head,0.00038681266365151156,13
nm0828654,Nathan Stevens,8.926446084265651e-05,3
nm0306201,Jorge Garcia,0.00026779338252796953,9
nm1695365,Chandler Williams,8.926446084265651e-05,3
nm1106754,Perizaad Zorabian,8.926446084265651e-05,3
nm0795661,Saurabh Shukla,0.0009819090692692216,33
nm1461267,Natalie Press,0.00047607712449416806,16
nm1080214,Dean Andrews,0.00017852892168531301,6
nm1460812,Lane Garrison,0.0004463223042132826,15
nm1460751,Brian Burnam,8.926446084265651e-05,3
nm0756251,Luis Saguar,8.926446084265651e-05,3
nm0970311,Leslie Lewis,8.926446084265651e-05,3
nm0182438,Anthony Roth Costanzo,8.926446084265651e-05,3
nm0225963,John Diehl,0.0013092120923589622,44
nm0682495,Wendell Pierce,0.0008331349678647941,28
nm0864608,Mukesh Tiwari,0.00032730302308974055,11
nm0094054,Tommy Bond,8.926446084265651e-05,3
nm0296901,Virgil Frye,8.926446084265651e-05,3
nm0034334,Lois Hamilton,8.926446084265651e-05,3
nm1460787,Henry Dittman,0.00017852892168531301,6
nm0730959,Conrad Roberts,8.926446084265651e-05,3
nm0806500,Mews Small,8.926446084265651e-05,3
nm1262166,Ariel Gade,0.00017852892168531301,6
nm0555823,Duilio Marzio,8.926446084265651e-05,3
nm0667287,Nicolás Pauls,8.926446084265651e-05,3
nm0397398,John Howard,8.926446084265651e-05,3
nm0947951,Stelios Yiakmis,8.926446084265651e-05,3
nm0004951,Brad Garrett,0.0004463223042132826,15
nm0738918,Lou Romano,8.926446084265651e-05,3
nm0652663,Patton Oswalt,0.0011604379909545346,39
nm0640486,Raymond O'Connor,8.926446084265651e-05,3
nm0682063,Jim Piddock,8.926446084265651e-05,3
nm1092223,Matt Medrano,0.00023803856224708403,8
nm1333323,Leslie Brockett,0.00023803856224708403,8
nm0163783,Cindy Clark,0.00023803856224708403,8
nm1468000,Eric Coffin,0.00023803856224708403,8
nm0233589,Tom Dorfmeister,0.00023803856224708403,8
nm0315543,Nicole Ghastin,0.00023803856224708403,8
nm0370361,Phil Hawn,0.00023803856224708403,8
nm1468278,Clinton Lewis,0.00023803856224708403,8
nm0002056,Christine Ebersole,8.926446084265651e-05,3
nm0147689,Derek Cecil,0.00026779338252796953,9
nm0680983,Elliot Page,0.0020828374196619854,70
nm1711920,Beatrice Brown,8.926446084265651e-05,3
nm2756213,Shane Dean,0.00020828374196619852,7
nm1603729,Ingrid Sonray,0.00011901928112354201,4
nm0175390,Brendan Connor,0.00011901928112354201,4
nm0176801,Angell Conwell,0.0011604379909545346,39
nm0847799,Ana Claudia Talancón,0.00035705784337062603,12
nm0001615,Elizabeth Peña,8.926446084265651e-05,3
nm0785594,Nestor Serrano,0.00017852892168531301,6
nm0186452,Heather Craney,0.0001487741014044275,5
nm0334262,Richard Graham,8.926446084265651e-05,3
nm0021548,James Allodi,8.926446084265651e-05,3
nm1687167,Darren Bridgett,0.00017852892168531301,6
nm0822474,Ezra J. Stanley,8.926446084265651e-05,3
nm1001478,'Big' LeRoy Mobley,8.926446084265651e-05,3
nm0858686,Dave Thomas,8.926446084265651e-05,3
nm0024404,Lauren Ambrose,0.00038681266365151156,13
nm0469823,Fran Kranz,0.0015770054748869317,53
nm0944387,Francis Xavier,8.926446084265651e-05,3
nm1471785,Irv Becker,0.0001487741014044275,5
nm1508680,Genevieve Grant,8.926446084265651e-05,3
nm0022198,Johnny Alonso,0.0017555343965722447,59
nm0124666,Adam Butcher,8.926446084265651e-05,3
nm0437584,Michael Kanevsky,8.926446084265651e-05,3
nm0472891,Michelle Krusiec,0.00035705784337062603,12
nm1187181,Lynn Chen,0.001011663889550107,34
nm0962447,Jin Wang,8.926446084265651e-05,3
nm0390229,Laurie Holden,0.00026779338252796953,9
nm1472845,Tara Devon Gallagher,8.926446084265651e-05,3
nm0427728,Cherry Jones,0.00035705784337062603,12
nm0228491,Mike Ditka,8.926446084265651e-05,3
nm0327779,Rick Gonzalez,0.0004463223042132826,15
nm0781913,Noah Segan,0.0012497024517971911,42
nm0000157,Linda Hamilton,0.0005355867650559391,18
nm1494624,Zoe Weizenbaum,8.926446084265651e-05,3
nm1706767,Jonah Hill,0.0014877410140442752,50
nm0515116,Blake Lively,0.0010711735301118781,36
nm2012635,Adam Herschman,0.00026779338252796953,9
nm1501050,Jonah Bobo,0.00026779338252796953,9
nm1664567,Ryan Miller,8.926446084265651e-05,3
nm1120593,Emily Barclay,0.00035705784337062603,12
nm0610325,Colin Moy,0.00017852892168531301,6
nm0001339,Marg Helgenberger,0.00023803856224708403,8
nm0006663,Enrique Murciano,0.00017852892168531301,6
nm1732403,Brianne Davis,0.0005355867650559391,18
nm0004878,Kevin Dobson,8.926446084265651e-05,3
nm0532235,Seth MacFarlane,0.00035705784337062603,12
nm0097504,Alex Borstein,8.926446084265651e-05,3
nm0005109,Mila Kunis,0.0018745536776957868,63
nm0363857,Frank Harper,0.00017852892168531301,6
nm1268748,Tamer Hassan,0.001011663889550107,34
nm0543598,Roland Manookian,0.00023803856224708403,8
nm1046710,Pete Schwaba,8.926446084265651e-05,3
nm1107058,Jimmy Pardo,8.926446084265651e-05,3
nm2301950,Dakota Blue Richards,0.00017852892168531301,6
nm2036501,Ben Walker,8.926446084265651e-05,3
nm0112871,Ben Browder,0.00035705784337062603,12
nm0679410,Dedee Pfeiffer,8.926446084265651e-05,3
nm1813221,Gugu Mbatha-Raw,0.0010711735301118781,36
nm0443577,Lainie Kazan,0.0005355867650559391,18
nm0147147,Henry Cavill,0.0009521542489883361,32
nm1483732,Morgan Thompson,8.926446084265651e-05,3
nm1157948,Sam Oz Stone,8.926446084265651e-05,3
nm0211478,Silvia De Santis,8.926446084265651e-05,3
nm0598922,Joe Montana,8.926446084265651e-05,3
nm2504006,Max Records,0.00017852892168531301,6
nm2589551,Pepita Emmerichs,8.926446084265651e-05,3
nm1642653,Alberto Reyes,8.926446084265651e-05,3
nm0613512,Murali,0.00032730302308974055,11
nm1426682,Delhi Kumar,8.926446084265651e-05,3
nm0005113,Eriq La Salle,0.00017852892168531301,6
nm0001836,Steven Weber,0.00035705784337062603,12
nm0692677,Tyler Posey,0.0004463223042132826,15
nm0416673,Kevin James,0.0013389669126398476,45
nm0353624,Dan Haggerty,0.00017852892168531301,6
nm0696385,Robert Thomas Preston,8.926446084265651e-05,3
nm1358448,Thomas Gibson,0.00017852892168531301,6
nm1552919,Flora Cross,0.00017852892168531301,6
nm0656739,Peter Paige,0.00017852892168531301,6
nm1083268,Victoria Fodor,8.926446084265651e-05,3
nm0468003,Hubert Koundé,8.926446084265651e-05,3
nm0615773,Timothy Muskatell,8.926446084265651e-05,3
nm0083318,Tina Birchfield,8.926446084265651e-05,3
nm0261058,Gil Espinoza,8.926446084265651e-05,3
nm1486239,Brenda Cooney,0.00020828374196619852,7
nm0132976,Christina Campanella,0.00020828374196619852,7
nm1332521,Don Wood,0.00026779338252796953,9
nm0780133,Angus Scrimm,0.0005653415853368246,19
nm0474482,Ruth Kulerman,0.00020828374196619852,7
nm1487788,Francine Pado,0.00020828374196619852,7
nm1489948,Jamie Sneider,0.00020828374196619852,7
nm0549135,Ky-Mani Marley,8.926446084265651e-05,3
nm0026510,Cherine Anderson,8.926446084265651e-05,3
nm0252961,Idris Elba,0.0024101404427517258,81
nm0085997,Vas Blackwood,0.00035705784337062603,12
nm1034965,Bryan Greenberg,0.0010711735301118781,36
nm1191481,Leigh Whannell,0.00047607712449416806,16
nm0504962,Ken Leung,0.00017852892168531301,6
nm0000691,John Waters,8.926446084265651e-05,3
nm0748973,Maya Rudolph,0.0013389669126398476,45
nm0187719,Terry Crews,0.0006546060461794811,22
nm0891863,Makenzie Vega,0.00026779338252796953,9
nm0875684,Christine Tucci,8.926446084265651e-05,3
nm2737708,Jim Ciccarrello,0.00023803856224708403,8
nm1435481,Billy Garberina,0.0012794572720780766,43
nm1495481,Joy Armstrong,0.00023803856224708403,8
nm1494954,Mark Chavez,0.000297548202808855,10
nm1491493,Maria Johnson,0.00023803856224708403,8
nm1495181,Andrew Leith,0.00023803856224708403,8
nm1495497,Katie Benton,0.00023803856224708403,8
nm2737639,Mike Hollenbeck,0.00023803856224708403,8
nm1493735,John Patrick Nieto,0.00023803856224708403,8
nm1307515,Daniel Letterle,8.926446084265651e-05,3
nm0192505,Kaley Cuoco,0.0009521542489883361,32
nm0196971,Sophie Dahl,8.926446084265651e-05,3
nm0438478,Kavita Kapoor,8.926446084265651e-05,3
nm1570139,Pak Daddy,8.926446084265651e-05,3
nm0122058,Willis Burks II,8.926446084265651e-05,3
nm1118528,Laura Kachergus,8.926446084265651e-05,3
nm0808917,Kellita Smith,0.00017852892168531301,6
nm0265668,Donald Faison,0.0005355867650559391,18
nm0141953,T.K. Carter,8.926446084265651e-05,3
nm0000389,Emilio Estevez,0.00026779338252796953,9
nm1122614,Dominic Scott Kay,8.926446084265651e-05,3
nm0394253,Paul Hopkins,8.926446084265651e-05,3
nm0536723,Valerie Mahaffey,0.00026779338252796953,9
nm0058831,Jamie Bartlett,0.00017852892168531301,6
nm0607325,Temuera Morrison,0.00017852892168531301,6
nm0001826,M. Emmet Walsh,0.0005355867650559391,18
nm1413942,Karin van der Laag,8.926446084265651e-05,3
nm1346623,Kasha Kropinski,8.926446084265651e-05,3
nm1690331,Kate Nauta,8.926446084265651e-05,3
nm0309348,Alessandro Gassmann,8.926446084265651e-05,3
nm0169753,Scott Cohen,0.00017852892168531301,6
nm0001089,Henry Czerny,0.00035705784337062603,12
nm0001041,Maggie Cheung,0.00017852892168531301,6
nm0001095,Béatrice Dalle,8.926446084265651e-05,3
nm0050210,Jeanne Balibar,8.926446084265651e-05,3
nm1148918,Agata Gotova,8.926446084265651e-05,3
nm0005158,Sabrina Lloyd,0.00017852892168531301,6
nm1505245,Tatiana Abracos,8.926446084265651e-05,3
nm1412815,James Paxton,8.926446084265651e-05,3
nm0766694,Christa Sauls,8.926446084265651e-05,3
nm0816185,Dan Southworth,8.926446084265651e-05,3
nm0226770,Dileep,0.0019340633182575576,65
nm0534858,Kavya Madhavan,0.0001487741014044275,5
nm1011348,Indrajith Sukumaran,0.0010711735301118781,36
nm1349694,Katherine Bailess,8.926446084265651e-05,3
